Airfoil,Alpha,CL,CD,CM,CL/CD
goe182,10,[1.61414023],[0.01272656],[-0.09378653],[126.83240177]
goe182,15,[1.99483988],[0.0224983],[-0.07182904],[88.66626084]
fx71089a,-5,[-0.54747299],[0.00606953],[-0.00652513],[-90.20026723]
fx71089a,0,[0.],[0.00638993],[1.11022302e-16],[0.]
fx71089a,5,[0.54747299],[0.00606953],[0.00652513],[90.20026723]
fx71089a,10,[1.12092078],[0.0095581],[0.00488753],[117.27447949]
fx71089a,15,[1.59484318],[0.01575271],[0.01978124],[101.24249379]
oa209,-5,[-0.51719793],[0.00736162],[0.00777543],[-70.25600843]
oa209,0,[0.08774078],[0.00702385],[-0.00220092],[12.49184083]
oa209,5,[0.69690786],[0.00660524],[-0.01476304],[105.50835694]
oa209,10,[1.25999374],[0.0106881],[-0.02016288],[117.88747875]
oa209,15,[1.76478716],[0.01904908],[-0.01974904],[92.64423792]
usa27,-5,[-0.0347979],[0.00709595],[-0.0971773],[-4.90390997]
usa27,0,[0.49351308],[0.00664448],[-0.09047463],[74.27410034]
usa27,5,[1.01371641],[0.00629806],[-0.08351413],[160.95697427]
usa27,10,[1.45729802],[0.01327122],[-0.06727257],[109.8088662]
usa27,15,[1.71043989],[0.02670307],[-0.03098198],[64.05404872]
rae5214,-5,[-0.33645327],[0.00615028],[-0.05315363],[-54.70531593]
rae5214,0,[0.23215848],[0.0057396],[-0.05488975],[40.44855718]
rae5214,5,[0.79949908],[0.00765106],[-0.05512828],[104.49522695]
rae5214,10,[1.34279363],[0.01096498],[-0.05203118],[122.46200615]
rae5214,15,[1.82450177],[0.01703536],[-0.04159597],[107.10089201]
goe235,-5,[-0.23480752],[0.00677489],[-0.06241959],[-34.65849701]
goe235,0,[0.34431333],[0.00602668],[-0.06325284],[57.13149807]
goe235,5,[0.90683044],[0.00640085],[-0.06360097],[141.67350862]
goe235,10,[1.44973913],[0.01128177],[-0.06198094],[128.50283183]
goe235,15,[1.91427973],[0.01932182],[-0.05231926],[99.07346696]
rhodesg30,-5,[-0.05298318],[0.00586015],[-0.06793701],[-9.04126332]
rhodesg30,0,[0.49443606],[0.00603928],[-0.06468448],[81.87007572]
rhodesg30,5,[1.03110603],[0.00861698],[-0.06158469],[119.65982758]
rhodesg30,10,[1.47378417],[0.01499494],[-0.04398554],[98.28544746]
rhodesg30,15,[1.64127772],[0.04065604],[-0.01222221],[40.36983487]
goe320,-5,[0.03159868],[0.00717347],[-0.10097732],[4.40493506]
goe320,0,[0.62087511],[0.0078478],[-0.10275301],[79.11457878]
goe320,5,[1.19365774],[0.0077841],[-0.10544532],[153.3457034]
goe320,10,[1.7234311],[0.01095154],[-0.10326213],[157.36884506]
goe320,15,[2.10500074],[0.01864079],[-0.08468264],[112.9244319]
ua2-180sm,-5,[0.08640565],[0.00943135],[-0.09810709],[9.16153673]
ua2-180sm,0,[0.63491649],[0.00683967],[-0.09636604],[92.828537]
ua2-180sm,5,[1.21175117],[0.0057975],[-0.10358744],[209.01277767]
ua2-180sm,10,[1.33299072],[0.02768218],[-0.05882626],[48.15337825]
ua2-180sm,15,[1.39126413],[0.07715183],[-0.0553914],[18.03280812]
giiii,-5,[-0.43315404],[0.00666179],[-0.01728872],[-65.02065804]
giiii,0,[0.12571478],[0.00462672],[-0.01834454],[27.17146792]
giiii,5,[0.65940011],[0.00639916],[-0.0164924],[103.04474798]
giiii,10,[1.19479867],[0.01085534],[-0.01653376],[110.06557237]
giiii,15,[1.64246865],[0.01996122],[-0.00659438],[82.28295988]
s1091,-5,[0.13549745],[0.00698413],[-0.14836325],[19.40075227]
s1091,0,[0.65992643],[0.00560181],[-0.13979893],[117.80601964]
s1091,5,[1.1699234],[0.00748888],[-0.12940032],[156.22133104]
s1091,10,[1.66425762],[0.01266056],[-0.1192983],[131.45212811]
s1091,15,[1.97148327],[0.0244548],[-0.0820208],[80.61743257]
goe766,-5,[-0.48018009],[0.0072937],[-0.00255454],[-65.83493551]
goe766,0,[0.07279519],[0.00589401],[0.00246877],[12.35070907]
goe766,5,[0.61563433],[0.0055592],[0.0096845],[110.74145514]
goe766,10,[1.20989986],[0.00975676],[0.0001588],[124.00637419]
goe766,15,[1.64504169],[0.01581597],[0.01924461],[104.01140116]
n63412,-5,[-0.22674769],[0.00632455],[-0.07534149],[-35.85196321]
n63412,0,[0.35830861],[0.00419917],[-0.08231054],[85.32833832]
n63412,5,[0.9082736],[0.00807357],[-0.08311022],[112.4996245]
n63412,10,[1.43484136],[0.01246723],[-0.08135474],[115.08904599]
n63412,15,[1.79330494],[0.02309212],[-0.05723711],[77.65872701]
b737c,-5,[-0.42949662],[0.00762358],[-0.01363249],[-56.33793239]
b737c,0,[0.13099104],[0.00426897],[-0.01669577],[30.68448604]
b737c,5,[0.68432786],[0.0061602],[-0.01910083],[111.08850465]
b737c,10,[1.21055807],[0.01120047],[-0.01911687],[108.08102479]
b737c,15,[1.62548726],[0.02135944],[-0.00585551],[76.10159457]
df101,-5,[-0.2975101],[0.0064738],[-0.05407839],[-45.95601685]
df101,0,[0.2524027],[0.00519293],[-0.05115387],[48.60501885]
df101,5,[0.78916125],[0.00605122],[-0.04685419],[130.41363119]
df101,10,[1.30000225],[0.01145603],[-0.04166149],[113.47753275]
df101,15,[1.6542154],[0.02037459],[-0.01394014],[81.19013309]
jx-gs-06,-5,[-0.40390031],[0.00665543],[-0.02600957],[-60.68734763]
jx-gs-06,0,[0.13729319],[0.0048202],[-0.02111793],[28.48288753]
jx-gs-06,5,[0.70166003],[0.00598504],[-0.02263123],[117.23563799]
jx-gs-06,10,[1.20594951],[0.0110826],[-0.01436551],[108.81464576]
jx-gs-06,15,[1.6153916],[0.02385612],[0.0011747],[67.71392043]
n8h12,-5,[-0.43503169],[0.0082221],[0.00946889],[-52.91002286]
n8h12,0,[0.13206385],[0.00597383],[0.00875935],[22.1070596]
n8h12,5,[0.68851662],[0.00467654],[0.00819981],[147.22763462]
n8h12,10,[1.26317042],[0.01281548],[-0.00727252],[98.56595537]
n8h12,15,[1.46755001],[0.04275235],[-0.00217409],[34.32677072]
dga1138,-5,[-0.21029661],[0.00616],[-0.05569602],[-34.13905881]
dga1138,0,[0.3425169],[0.00573247],[-0.05456045],[59.75031349]
dga1138,5,[0.90121869],[0.0085469],[-0.05822807],[105.44389274]
dga1138,10,[1.3165315],[0.02349694],[-0.03671749],[56.02991946]
dga1138,15,[1.13037791],[0.11967122],[-0.02972402],[9.44569578]
fx66s161,-5,[-0.0901227],[0.00730779],[-0.09408456],[-12.33242155]
fx66s161,0,[0.47825033],[0.00510296],[-0.09741336],[93.7201883]
fx66s161,5,[1.05332857],[0.00572452],[-0.10283609],[184.00291331]
fx66s161,10,[1.44981806],[0.01402255],[-0.08088264],[103.39187829]
fx66s161,15,[1.62787413],[0.03963649],[-0.05756143],[41.07008641]
goe15,-5,[0.2185643],[0.0519187],[-0.10381195],[4.20974127]
goe15,0,[0.69375604],[0.00690543],[-0.11534853],[100.46531909]
goe15,5,[1.22227844],[0.00777026],[-0.10970916],[157.30215309]
goe15,10,[1.72223725],[0.00968757],[-0.1019034],[177.7780242]
goe15,15,[1.99968935],[0.02067664],[-0.06756051],[96.71248367]
goe615,-5,[0.05487462],[0.00679206],[-0.11678004],[8.0792275]
goe615,0,[0.61299734],[0.00630919],[-0.11338937],[97.15940791]
goe615,5,[1.1669896],[0.00677313],[-0.11205761],[172.296826]
goe615,10,[1.60909292],[0.0107278],[-0.09234075],[149.99277415]
goe615,15,[1.91340192],[0.02197947],[-0.06475558],[87.05404629]
e603,-5,[-0.11817223],[0.00821317],[-0.08269266],[-14.38814471]
e603,0,[0.47852454],[0.00458543],[-0.09786138],[104.35755032]
e603,5,[1.05711681],[0.00595006],[-0.10810349],[177.665035]
e603,10,[1.31045364],[0.0194706],[-0.06803876],[67.3042272]
e603,15,[1.4721365],[0.05097532],[-0.05223065],[28.87939807]
fx66s196,-5,[-0.08208106],[0.00740497],[-0.09568237],[-11.08459654]
fx66s196,0,[0.52406317],[0.00495701],[-0.11167596],[105.72162365]
fx66s196,5,[1.1178034],[0.00563161],[-0.12528932],[198.48740567]
fx66s196,10,[1.45900926],[0.02005523],[-0.10504652],[72.74957847]
fx66s196,15,[1.62682296],[0.05351292],[-0.08960313],[30.4005623]
du861372,-5,[-0.49620599],[0.00771826],[-0.00765626],[-64.2899028]
du861372,0,[0.01217485],[0.00359023],[-0.00118931],[3.39110599]
du861372,5,[0.52702424],[0.00688942],[0.00448758],[76.49759889]
du861372,10,[1.01493578],[0.01106785],[0.01317709],[91.70127641]
du861372,15,[1.3582604],[0.01992598],[0.03888255],[68.16530351]
e193,-5,[-0.18004472],[0.00666632],[-0.07759254],[-27.00809852]
e193,0,[0.38147599],[0.00495584],[-0.07765372],[76.97504595]
e193,5,[0.93133534],[0.00639418],[-0.07753185],[145.65352285]
e193,10,[1.39186948],[0.01287522],[-0.06430989],[108.10456009]
e193,15,[1.64217285],[0.02947576],[-0.03102706],[55.71265911]
mh78,-5,[-0.56308193],[0.00850913],[0.03875349],[-66.17384816]
mh78,0,[0.01578694],[0.00664218],[0.04226028],[2.37677013]
mh78,5,[0.59779673],[0.00556076],[0.0420023],[107.50278914]
mh78,10,[1.16547125],[0.0079998],[0.0406912],[145.68762318]
mh78,15,[1.72333045],[0.01271561],[0.03504379],[135.52867925]
hs1712,-5,[0.182913],[0.00618134],[-0.16544311],[29.5911623]
hs1712,0,[0.75192523],[0.00708945],[-0.16895094],[106.06256741]
hs1712,5,[1.2999292],[0.00895279],[-0.16871577],[145.19829448]
hs1712,10,[1.75341592],[0.0145607],[-0.15031814],[120.42115684]
hs1712,15,[2.01445717],[0.02853112],[-0.10679436],[70.60562017]
nlf416,-5,[-0.11150393],[0.00757092],[-0.09815477],[-14.72791808]
nlf416,0,[0.47994342],[0.00496129],[-0.10709887],[96.73755885]
nlf416,5,[1.05423334],[0.00682469],[-0.10936049],[154.47340891]
nlf416,10,[1.52176644],[0.01404485],[-0.09619086],[108.35047224]
nlf416,15,[1.7862527],[0.02881604],[-0.06093059],[61.98812879]
stcyr234,-5,[0.44003422],[0.00566048],[-0.13289251],[77.73792531]
stcyr234,0,[0.91540356],[0.00854471],[-0.11173507],[107.13096485]
stcyr234,5,[1.38093788],[0.01129925],[-0.09401761],[122.21502044]
stcyr234,10,[1.74373844],[0.02030035],[-0.06953999],[85.89695813]
stcyr234,15,[1.97891853],[0.04110986],[-0.04557225],[48.13732489]
naca001264a08cli0.2,-5,[-0.29390401],[0.01746265],[-0.03876611],[-16.83043864]
naca001264a08cli0.2,0,[0.19395626],[0.00498767],[-0.02827495],[38.88717815]
naca001264a08cli0.2,5,[0.65327038],[0.00688197],[-0.01338593],[94.92488314]
naca001264a08cli0.2,10,[1.17226694],[0.01351172],[-0.01324036],[86.75929005]
naca001264a08cli0.2,15,[1.30768058],[0.04230865],[0.0243259],[30.90811151]
vr7,-5,[-0.26786692],[0.00743747],[-0.04282571],[-36.01587695]
vr7,0,[0.29651135],[0.00468136],[-0.04475126],[63.33865349]
vr7,5,[0.85268599],[0.00566623],[-0.04558504],[150.48568114]
vr7,10,[1.35253786],[0.01293978],[-0.04201034],[104.52554835]
vr7,15,[1.62623634],[0.03304739],[-0.02401542],[49.20922719]
naca4424,-5,[-0.12593038],[0.00754267],[-0.08337461],[-16.69572504]
naca4424,0,[0.31427571],[0.00680933],[-0.0560701],[46.15368762]
naca4424,5,[0.75449751],[0.00850359],[-0.03120739],[88.72689261]
naca4424,10,[1.23606716],[0.01482545],[-0.03040948],[83.37467119]
naca4424,15,[1.42112226],[0.04145598],[-0.00719519],[34.28026896]
goe377,-5,[-0.14457841],[0.00662205],[-0.07892472],[-21.83287689]
goe377,0,[0.3850292],[0.00550658],[-0.07222089],[69.92164532]
goe377,5,[0.95490977],[0.00617764],[-0.07789652],[154.57512505]
goe377,10,[1.40107082],[0.01214104],[-0.06053783],[115.39955513]
goe377,15,[1.70737464],[0.02398449],[-0.02645493],[71.1866006]
goe379,-5,[-0.0199639],[0.01767599],[-0.09081986],[-1.1294364]
goe379,0,[0.46609666],[0.00572918],[-0.08151035],[81.35488713]
goe379,5,[1.0682368],[0.00604931],[-0.09420064],[176.58828172]
goe379,10,[1.48296248],[0.0135838],[-0.0723824],[109.17141047]
goe379,15,[1.62241916],[0.03793985],[-0.03041578],[42.76292522]
usa46,-5,[-0.27195595],[0.00558111],[-0.06817873],[-48.72792449]
usa46,0,[0.27362816],[0.00509145],[-0.06295727],[53.74263096]
usa46,5,[0.81259658],[0.0071326],[-0.06024491],[113.92705914]
usa46,10,[1.31085672],[0.01332208],[-0.05051962],[98.39727981]
usa46,15,[1.63804144],[0.03022604],[-0.0244136],[54.19304672]
ag46c03,-5,[-0.50836229],[0.00769734],[-0.02435633],[-66.04393041]
ag46c03,0,[0.05704734],[0.00539024],[-0.02352912],[10.58344483]
ag46c03,5,[0.61024067],[0.00542111],[-0.02334473],[112.56750601]
ag46c03,10,[1.15940389],[0.00995006],[-0.0231637],[116.52234821]
ag46c03,15,[1.64514862],[0.02018524],[-0.0183345],[81.50256829]
goe176,-5,[0.09279763],[0.00715796],[-0.13510173],[12.96426151]
goe176,0,[0.66185562],[0.00600495],[-0.13568638],[110.21830838]
goe176,5,[1.2187961],[0.00711471],[-0.13498805],[171.30661858]
goe176,10,[1.67348235],[0.01518469],[-0.11864951],[110.20856333]
goe176,15,[1.81724149],[0.04192624],[-0.07767734],[43.34377558]
hq2590sm,-5,[-0.18985533],[0.00616159],[-0.0811617],[-30.8126951]
hq2590sm,0,[0.38053669],[0.0042868],[-0.08451842],[88.7693583]
hq2590sm,5,[0.92750259],[0.00759568],[-0.08434818],[122.10915651]
hq2590sm,10,[1.44779053],[0.01207346],[-0.08011363],[119.9150979]
hq2590sm,15,[1.80627343],[0.02512855],[-0.05588635],[71.88132784]
miley,-5,[-0.25410882],[0.00836486],[-0.02576119],[-30.3781265]
miley,0,[0.32357491],[0.00607559],[-0.02902286],[53.25822453]
miley,5,[0.91623178],[0.00452545],[-0.0407356],[202.46214142]
miley,10,[1.41157381],[0.01555483],[-0.04442507],[90.74827039]
miley,15,[1.59912097],[0.05406529],[-0.0507807],[29.57759095]
dae11,-5,[0.07768753],[0.00670886],[-0.12215839],[11.57984534]
dae11,0,[0.67084462],[0.00532603],[-0.12793789],[125.95577472]
dae11,5,[1.23407393],[0.00512625],[-0.13275096],[240.73639744]
dae11,10,[1.70589157],[0.01394256],[-0.12904843],[122.35142676]
dae11,15,[1.85566625],[0.04521649],[-0.10532935],[41.03958857]
mh150,-5,[0.2145602],[0.00675485],[-0.16750912],[31.76386083]
mh150,0,[0.85248245],[0.006927],[-0.18234473],[123.06661165]
mh150,5,[1.4638178],[0.00832851],[-0.19692721],[175.75995544]
mh150,10,[1.99010781],[0.01166343],[-0.19785898],[170.62793514]
mh150,15,[2.2419004],[0.03235163],[-0.17136552],[69.29791493]
goe802b,-5,[0.08263351],[0.04450543],[-0.09661517],[1.85670605]
goe802b,0,[0.64911824],[0.00986533],[-0.11978555],[65.79790369]
goe802b,5,[1.26820233],[0.00869891],[-0.13617182],[145.7886536]
goe802b,10,[1.80551083],[0.01353725],[-0.13600598],[133.37356572]
goe802b,15,[2.07680156],[0.02676579],[-0.10007354],[77.5916277]
bw3,-5,[0.11737393],[0.00622983],[-0.15572933],[18.84062945]
bw3,0,[0.67590856],[0.00558704],[-0.15205838],[120.97791553]
bw3,5,[1.18240728],[0.0104026],[-0.14101755],[113.66464448]
bw3,10,[1.68325659],[0.01384868],[-0.13087763],[121.54633565]
bw3,15,[1.99340795],[0.02326832],[-0.08670514],[85.67047222]
usa35b,-5,[0.05769892],[0.00640692],[-0.08880909],[9.00572588]
usa35b,0,[0.63730422],[0.00588951],[-0.09139038],[108.21012856]
usa35b,5,[1.18533562],[0.00745518],[-0.08953701],[158.99485272]
usa35b,10,[1.67496151],[0.01372477],[-0.08152756],[122.03934604]
usa35b,15,[1.9406339],[0.02961642],[-0.052294],[65.52560792]
naca2418,-5,[-0.31757007],[0.00687183],[-0.05071892],[-46.21330851]
naca2418,0,[0.25506048],[0.00604459],[-0.05211843],[42.19647262]
naca2418,5,[0.81424821],[0.00697901],[-0.05135596],[116.67107963]
naca2418,10,[1.30356964],[0.01114778],[-0.03922814],[116.93531065]
naca2418,15,[1.66315973],[0.02046921],[-0.01537951],[81.25176622]
s3002,-5,[-0.15850886],[0.00618383],[-0.08432449],[-25.63280371]
s3002,0,[0.41124287],[0.00537163],[-0.08531698],[76.55826446]
s3002,5,[0.9658447],[0.00714965],[-0.08482033],[135.08976509]
s3002,10,[1.476304],[0.01272551],[-0.0783436],[116.0114071]
s3002,15,[1.82951248],[0.02358545],[-0.05234424],[77.56953883]
oa206,-5,[-0.55671059],[0.00718314],[0.01032871],[-77.50243958]
oa206,0,[0.02521071],[0.00580258],[0.00437782],[4.34474097]
oa206,5,[0.60709349],[0.00654538],[-0.0026856],[92.7514297]
oa206,10,[1.15932802],[0.01227209],[-0.00626686],[94.46869259]
oa206,15,[1.58574425],[0.03081129],[-0.00237856],[51.46633304]
naca1,-5,[-2.9799982],[0.57384197],[2.90754912],[-5.19306421]
naca1,0,[-2.96571024],[0.56598685],[2.89505014],[-5.23989249]
naca1,5,[-2.93391817],[0.56956725],[2.86631134],[-5.15113566]
naca1,10,[-2.88658975],[0.60303553],[2.84056495],[-4.78676566]
naca1,15,[-2.78891702],[0.69217164],[2.81747338],[-4.02922753]
ys920,-5,[-0.22763155],[0.00583751],[-0.08884792],[-38.9946008]
ys920,0,[0.30493163],[0.00342468],[-0.08672224],[89.03940065]
ys920,5,[0.76429649],[0.00803775],[-0.06852723],[95.08836941]
ys920,10,[1.14943626],[0.02436952],[-0.04396289],[47.16695459]
ys920,15,[0.76705367],[0.18802125],[-0.05507419],[4.07961154]
dae31,-5,[0.16583219],[0.00626947],[-0.15322436],[26.45073616]
dae31,0,[0.75059385],[0.00526257],[-0.15655918],[142.62881698]
dae31,5,[1.29097956],[0.00650219],[-0.15502596],[198.5453214]
dae31,10,[1.73221406],[0.0135783],[-0.14026109],[127.57224191]
dae31,15,[1.96004676],[0.03397102],[-0.10985288],[57.69760709]
b707d,-5,[-0.33430829],[0.00691515],[-0.03589111],[-48.34433985]
b707d,0,[0.22969798],[0.0050631],[-0.03830838],[45.36709944]
b707d,5,[0.75035488],[0.00704521],[-0.03527167],[106.50570228]
b707d,10,[1.24957765],[0.0139174],[-0.030649],[89.7852484]
b707d,15,[1.41703464],[0.04435655],[-0.00383487],[31.94645963]
fx71l150,-5,[-0.58191458],[0.00745207],[0.00555238],[-78.08759746]
fx71l150,0,[-7.77156117e-16],[0.00418747],[1.33226763e-16],[-1.85590789e-13]
fx71l150,5,[0.58191458],[0.00745207],[-0.00555238],[78.08759746]
fx71l150,10,[1.13967106],[0.01110351],[-0.00709462],[102.64059555]
fx71l150,15,[1.61392761],[0.01826775],[-0.00152397],[88.34845052]
falcon,-5,[-0.45108081],[0.00753373],[-0.00963703],[-59.87479477]
falcon,0,[0.1004006],[0.00540652],[-0.00817526],[18.57029537]
falcon,5,[0.65543098],[0.00594255],[-0.00765249],[110.29459436]
falcon,10,[1.25079637],[0.01119418],[-0.02108088],[111.73626305]
falcon,15,[1.59580277],[0.01942588],[0.01039206],[82.14828232]
goe645,-5,[-0.04644529],[0.00709004],[-0.0981088],[-6.55077801]
goe645,0,[0.51071936],[0.0063496],[-0.09323373],[80.43325962]
goe645,5,[1.05519989],[0.00744883],[-0.08765228],[141.65983712]
goe645,10,[1.58890056],[0.0094585],[-0.08536646],[167.98646562]
goe645,15,[1.89221563],[0.01969251],[-0.05382826],[96.08806737]
usa5,-5,[-0.11016847],[0.00752482],[-0.08265666],[-14.64067803]
usa5,0,[0.39225778],[0.00580987],[-0.06938335],[67.51580189]
usa5,5,[1.05585739],[0.00648732],[-0.09435227],[162.75706142]
usa5,10,[1.48436194],[0.0136233],[-0.07460786],[108.95761267]
usa5,15,[1.67452916],[0.03025544],[-0.02802098],[55.34637692]
goe442,-5,[-0.06114743],[0.00650858],[-0.09832853],[-9.39490254]
goe442,0,[0.47146648],[0.00602487],[-0.09007915],[78.25336056]
goe442,5,[1.0169805],[0.00660269],[-0.08805733],[154.02512831]
goe442,10,[1.49975996],[0.01115928],[-0.07524168],[134.39571333]
goe442,15,[1.80858575],[0.0231006],[-0.04097676],[78.29170509]
goe425,-5,[-0.11574252],[0.00743104],[-0.08075274],[-15.57553792]
goe425,0,[0.46108886],[0.0057127],[-0.08343815],[80.71299651]
goe425,5,[1.03482659],[0.0056441],[-0.08723176],[183.34650434]
goe425,10,[1.52148692],[0.01129405],[-0.08035593],[134.71573934]
goe425,15,[1.76532962],[0.03096928],[-0.05735036],[57.00260494]
vr9,-5,[-0.51846472],[0.00706029],[-0.00547715],[-73.43394721]
vr9,0,[0.02914],[0.00364848],[-0.00486191],[7.98688506]
vr9,5,[0.58191051],[0.00675189],[-0.00585684],[86.18482106]
vr9,10,[0.88847389],[0.04099668],[-0.0046507],[21.67184858]
vr9,15,[0.79860794],[0.19114204],[-0.06745745],[4.17808633]
e336,-5,[-0.44332331],[0.00833259],[0.01515123],[-53.20354047]
e336,0,[0.08195694],[0.00629438],[0.02136824],[13.02064549]
e336,5,[0.60808074],[0.00518525],[0.02805861],[117.27127644]
e336,10,[1.12061658],[0.00896223],[0.03060483],[125.03772619]
e336,15,[1.41691961],[0.02187914],[0.05680739],[64.7612202]
sc20503,-5,[-0.37502861],[0.0175577],[-0.04016004],[-21.35977999]
sc20503,0,[0.22134002],[0.00513127],[-0.05252901],[43.13548961]
sc20503,5,[0.74724578],[0.05375175],[-0.04618209],[13.90179433]
sc20503,10,[0.87018528],[0.14819477],[-0.09547518],[5.87190263]
sc20503,15,[0.99308719],[0.228014],[-0.134529],[4.35537815]
s1221,-5,[0.16024235],[0.00750068],[-0.18116136],[21.36370876]
s1221,0,[0.76710849],[0.00636241],[-0.1864367],[120.56893908]
s1221,5,[1.33597557],[0.0076446],[-0.18348533],[174.76073727]
s1221,10,[1.81829632],[0.01575235],[-0.16933316],[115.43018358]
s1221,15,[2.11609294],[0.02934798],[-0.12924359],[72.10352864]
e904,-5,[-0.31678892],[0.00672409],[-0.05316163],[-47.11251442]
e904,0,[0.19355052],[0.00286579],[-0.04661789],[67.53826821]
e904,5,[0.6613524],[0.00754107],[-0.03146126],[87.70003838]
e904,10,[1.10858685],[0.01897207],[-0.01701003],[58.43255753]
e904,15,[0.71034364],[0.18792621],[-0.03416703],[3.77990734]
goe223,-5,[0.17726394],[0.00750005],[-0.15640549],[23.63503712]
goe223,0,[0.77170782],[0.00598162],[-0.16575586],[129.01309027]
goe223,5,[1.34239476],[0.00746235],[-0.1714241],[179.88893787]
goe223,10,[1.77338839],[0.01326142],[-0.15587564],[133.72536275]
goe223,15,[1.83937472],[0.04856502],[-0.1148773],[37.87447832]
giiif,-5,[-0.43849544],[0.00688962],[-0.01632778],[-63.64579606]
giiif,0,[0.1134291],[0.0038513],[-0.01781182],[29.45219518]
giiif,5,[0.64547718],[0.00671927],[-0.01624712],[96.06355616]
giiif,10,[1.17042948],[0.0118509],[-0.01556398],[98.76295266]
giiif,15,[1.58919863],[0.02316862],[-0.00382437],[68.59271316]
lwk80150k25,-5,[-0.57085412],[0.00730678],[0.00632861],[-78.12666071]
lwk80150k25,0,[5.55111512e-17],[0.0036541],[2.22044605e-17],[1.51914729e-14]
lwk80150k25,5,[0.57085412],[0.00730678],[-0.00632861],[78.12666071]
lwk80150k25,10,[1.11717298],[0.01128847],[-0.00919898],[98.96585851]
lwk80150k25,15,[1.53945956],[0.01950336],[0.00208123],[78.9330305]
hq259,-5,[-0.20739459],[0.00634823],[-0.07618567],[-32.66964724]
hq259,0,[0.34682266],[0.00407722],[-0.07618348],[85.06350977]
hq259,5,[0.88521027],[0.00675295],[-0.07350149],[131.08506907]
hq259,10,[1.38692937],[0.01230941],[-0.0671817],[112.67229066]
hq259,15,[1.72790573],[0.02411822],[-0.03936388],[71.64318328]
